Source title,CiteScore,SNIP,SJR,PC1_score,impact_index,tier
Arctic Review on Law and Politics,4,1.235,0.797,0.18288202207151896,3.8532245459034504,C: Acceptable
Children and Youth Services Review,4.1,1.142,0.862,0.18050507477809585,3.8445209009644925,C: Acceptable
Animal Cognition,4.8,1.047,0.795,0.17867956429533605,3.8378364468673194,C: Acceptable
Journal of Asian Public Policy,5.6,1.124,0.539,0.17835268249618128,3.836639506941591,C: Acceptable
Consciousness and Cognition,4.3,1.01,0.942,0.17761683005548387,3.8339450431690807,C: Acceptable
Journal of Emotional and Behavioral Disorders,4.2,1.18,0.797,0.17732880660240724,3.8328903904737484,C: Acceptable
Nordicom Review,4,1.152,0.868,0.17643406878079512,3.829614137637046,C: Acceptable
Utilitas,1.9,1.852,0.649,0.17438095202162118,3.822096259836593,C: Acceptable
Educational and Developmental Psychologist,4.8,0.993,0.84,0.17375472868794284,3.81980322390605,C: Acceptable
Judgment and Decision Making,3.7,1.049,1.032,0.1736076361494232,3.8192646165789177,C: Acceptable
Family Relations,3.7,1.124,0.958,0.17341155839486944,3.8185466405595143,C: Acceptable
Memory,4,1.053,0.958,0.1719939821153133,3.8133559151928718,C: Acceptable
Journal of Ethnobiology,4.9,1.152,0.655,0.16988686161707983,3.8056402924228725,C: Acceptable
Forum Scientiae Oeconomia,7.2,0.674,0.607,0.16952123535102862,3.8043014822570465,C: Acceptable
Journal of Psychology,4.3,1.009,0.929,0.16906188217334672,3.802619473164465,C: Acceptable
Du Bois Review,3.3,1.546,0.626,0.1689203203632026,3.802101117651989,C: Acceptable
Innovation in Aging,3.7,1.04,1.033,0.16880988874875041,3.8016967512763067,C: Acceptable
Health Promotion International,5,0.949,0.83,0.16869485618166252,3.801275537636813,C: Acceptable
"Gender, Place and Culture",3.8,1.335,0.72,0.1683716998424989,3.8000922391919394,C: Acceptable
Young,4.3,1.218,0.722,0.16803416694039966,3.798856298225467,C: Acceptable
European Journal of Developmental Psychology,4,1.047,0.956,0.16716391811851314,3.795669716522455,C: Acceptable
Journal of Technology in Behavioral Science,5,0.942,0.833,0.16632291297809898,3.7925902161253457,C: Acceptable
Journal of Health Care Chaplaincy,4.1,1.102,0.878,0.16625187115929657,3.7923300829838227,C: Acceptable
Games for Health Journal,5.2,0.901,0.826,0.1649017467674826,3.7873863455428243,C: Acceptable
Journal of Ethnic Foods,4.9,1.282,0.519,0.16481545289310007,3.787070364096744,C: Acceptable
European Politics and Society,4.4,1.327,0.586,0.1640930726563619,3.7844252313633064,C: Acceptable
International Journal of Sports Science and Coaching,4,1.164,0.832,0.16162071082912027,3.775372207947733,C: Acceptable
"Culture, Health and Sexuality",4.5,1.141,0.742,0.16149426554562546,3.7749092044748376,C: Acceptable
Social Enterprise Journal,4.7,1.105,0.732,0.161242912638727,3.7739888279641454,C: Acceptable
Contemporary Italian Politics,4.7,1.11,0.726,0.1605772144965495,3.771551247508716,C: Acceptable
International Regional Science Review,5.1,1.088,0.657,0.16014773589592732,3.7699786298663134,C: Acceptable
Sexualities,4.6,1.224,0.635,0.1596687598739209,3.768224767994259,C: Acceptable
Police Practice and Research,4.5,1.172,0.707,0.15871297879111446,3.7647249936378246,C: Acceptable
Area Development and Policy,4.7,1.126,0.706,0.15795751072267555,3.7619587035107336,C: Acceptable
Australian Journal of Public Administration,4.5,1.136,0.74,0.15726526649874797,3.7594239195242385,C: Acceptable
Ethics and Behavior,4.8,1.149,0.659,0.15677833697351967,3.757640934386281,C: Acceptable
Journal of Behavioral Finance,4.9,1.172,0.613,0.15621100037299562,3.755563523437582,C: Acceptable
Economia Politica,4.6,1.109,0.742,0.15601286553641724,3.7548380150208045,C: Acceptable
Environment and Society: Advances in Research,3.7,1.312,0.741,0.1536431077272261,3.7461606957467968,C: Acceptable
Journal of Sport Psychology in Action,3.6,1.226,0.847,0.15305358140053046,3.7440020328921664,C: Acceptable
Medical Anthropology Quarterly,3.1,1.418,0.77,0.152583199399444,3.7422796396634808,C: Acceptable
European Journal for Qualitative Research in Psychotherapy,3.6,1.341,0.733,0.15242661569761096,3.7417062786353457,C: Acceptable
Psychological Services,4.6,0.967,0.875,0.1520359834154286,3.740275904181853,C: Acceptable
Journal of Family Studies,4.3,1.115,0.796,0.1514004260971169,3.73794869008996,C: Acceptable
Journal of Humanistic Psychology,5.4,1.039,0.622,0.15053928831255575,3.7347954701842943,C: Acceptable
"Child: Care, Health and Development",3.4,1.175,0.936,0.14934741840606935,3.7304312116632112,C: Acceptable
Contemporary Issues in Early Childhood,3.1,1.608,0.573,0.14625362160428385,3.719102685805473,C: Acceptable
Journal of Immigrant and Refugee Studies,4.4,1.126,0.753,0.14545582154341566,3.716181389030704,C: Acceptable
Health Care Analysis,4.1,1.345,0.604,0.1446672752653866,3.7132939767431483,C: Acceptable
Global Studies Quarterly,2.9,1.367,0.852,0.14459417636455965,3.713026311204251,C: Acceptable
Parenting,4.2,1.064,0.853,0.1418681527347551,3.7030444568170386,C: Acceptable
"Wellbeing, Space and Society",4.5,1.107,0.743,0.1416698943968843,3.7023184961767717,C: Acceptable
Sociological Spectrum,4.6,1.033,0.79,0.13970011247661945,3.6951057647507946,C: Acceptable
Population Research and Policy Review,3.8,1.019,0.981,0.13812467145983462,3.6893369876010835,C: Acceptable
Public Money and Management,5.2,1.043,0.642,0.1376749343082454,3.6876901894183383,C: Acceptable
Journal of Borderlands Studies,3.5,1.515,0.558,0.1361877375852688,3.682244535546675,C: Acceptable
Tel Aviv,2.3,1.548,0.795,0.13599614449864134,3.681542980992488,C: Acceptable
Asian Association of Open Universities Journal,5.9,1.025,0.499,0.13563180167351346,3.6802088703898908,C: Acceptable
BioPsychoSocial Medicine,4.2,0.939,0.964,0.1346489574925515,3.676609999348416,C: Acceptable
Research and Politics,2.8,1.08,1.14,0.13454495615439604,3.676229178653323,C: Acceptable
Computational Psychiatry,4.1,0.882,1.041,0.13374703740329075,3.673307447271658,C: Acceptable
Annals of Public and Cooperative Economics,4.6,1.153,0.66,0.13228907714520363,3.6679688482810064,C: Acceptable
"Community, Work and Family",4.8,1.044,0.721,0.1316004204468088,3.665447200702094,C: Acceptable
Journal of Psychoactive Drugs,5,0.882,0.833,0.13025901598273484,3.660535392936252,C: Acceptable
Human Performance,4.4,0.888,0.96,0.12905265322860338,3.6561180660949733,C: Acceptable
Journal of Communication Disorders,4,1.167,0.773,0.12732551390960772,3.6497938167377217,C: Acceptable
Social Sciences and Humanities Open,4.3,1.259,0.614,0.1265994178349889,3.6471350777566185,C: Acceptable
European Early Childhood Education Research Journal,4,1.267,0.673,0.12624829403869342,3.645849371144179,C: Acceptable
"Emotion, Space and Society",4,1.246,0.693,0.1258626730629535,3.644437346543069,C: Acceptable
Health (United Kingdom),4.6,1.086,0.715,0.12566876867513363,3.643727328719636,C: Acceptable
Digital Applications in Archaeology and Cultural Heritage,4.1,1.386,0.532,0.12525866351072348,3.642225650601432,C: Acceptable
Sociological Research Online,2.8,1.464,0.747,0.12490189751239834,3.640919283992333,C: Acceptable
Journal of the Royal Statistical Society. Series A: Statistics in Society,3.2,1.197,0.919,0.12466425900098878,3.640049125351099,C: Acceptable
Neurobiology of Learning and Memory,4.9,0.778,0.947,0.1237450177464851,3.6366831485309232,C: Acceptable
Asian Journal of Social Psychology,4,1.083,0.849,0.12333568141212062,3.6351842856302685,C: Acceptable
International Journal of Behavioral Medicine,5.1,0.817,0.862,0.12268574993640084,3.6328044378250732,C: Acceptable
Measurement and Evaluation in Counseling and Development,4.6,1.027,0.765,0.12079779406128605,3.6258913280380436,C: Acceptable
Career Development Quarterly,4.1,1.2,0.707,0.12053208383567332,3.624918379472132,C: Acceptable
Complexity,7,0.813,0.433,0.11910424275170296,3.6196900675703407,C: Acceptable
Cognitive Development,3.6,1.042,0.969,0.11710176274783624,3.612357605887558,C: Acceptable
Sociological Bulletin,2.4,1.657,0.634,0.11675912149880646,3.6111029597364857,C: Acceptable
International Journal of Cross Cultural Management,4.2,1.132,0.743,0.11543848297999437,3.606267190431775,C: Acceptable
American Journal on Intellectual and Developmental Disabilities,3.4,1.302,0.753,0.11371646884662298,3.599961707917206,C: Acceptable
Journal of Personnel Psychology,3.6,1.053,0.952,0.11331224567024434,3.598481567817747,C: Acceptable
Body and Society,2.6,1.421,0.815,0.11315567399604964,3.597908250831098,C: Acceptable
Sci,5.2,1.129,0.515,0.11166320212535213,3.5924432810019913,C: Acceptable
Health Psychology Research,4,1.177,0.737,0.11131002605808744,3.591150059608773,C: Acceptable
Educational Research for Policy and Practice,5,1.058,0.629,0.11123166884823318,3.5908631397705135,C: Acceptable
Zeitschrift fur Psychologie / Journal of Psychology,4.9,0.859,0.844,0.1094120523811432,3.584200267733572,C: Acceptable
Frontiers in Sports and Active Living,3.8,1.085,0.864,0.1062100117648054,3.5724753865459085,C: Acceptable
Australian Social Work,4.2,1.255,0.607,0.1061596196065554,3.5722908660669193,C: Acceptable
Teaching of Psychology,3.6,1.343,0.651,0.10345809940964237,3.562398735663181,C: Acceptable
Journal of Politeness Research,2.6,1.223,0.99,0.10121631492192672,3.5541900150639796,C: Acceptable
Science of Diabetes Self-Management and Care,3.7,1.129,0.833,0.09993723956549817,3.5495064371893967,C: Acceptable
Physiology and Behavior,5.2,0.837,0.782,0.09951275543262478,3.547952107741296,C: Acceptable
Frontiers in Political Science,3.8,1.179,0.759,0.09846721645119538,3.544123667754688,C: Acceptable
Review of Religion and Chinese Society,1.3,2.221,0.296,0.09767933474614114,3.5412386889275735,C: Acceptable
Australasian Journal of Early Childhood,3.2,1.4,0.675,0.09739217956912569,3.5401872155903056,C: Acceptable
Journal of Health and Social Sciences,5.6,0.78,0.744,0.09701295519229504,3.53879861335362,C: Acceptable
Biosemiotics,3.8,1.385,0.554,0.096859980665743875,3.5382384680077426,C: Acceptable
Administrative Theory and Praxis,5.3,0.971,0.621,0.09530235618085829,3.5325349294807498,C: Acceptable
Mathematical Population Studies,4,1.367,0.523,0.09457921673618523,3.529887016762952,C: Acceptable
Children and Society,3.4,1.299,0.722,0.09294632238926644,3.5239078633093874,C: Acceptable
Journal of Media Psychology,3.8,1.078,0.849,0.09282499988586812,3.5234636178708763,C: Acceptable
Computational Brain and Behavior,4.1,0.918,0.938,0.09236614929142577,3.521783449082487,C: Acceptable
Rehabilitation Counseling Bulletin,4.1,1.217,0.644,0.09220444762055158,3.5211913476365613,C: Acceptable
Performance Enhancement and Health,4.3,1.091,0.722,0.09169891830021212,3.5193402558085514,C: Acceptable
International Journal of Applied Positive Psychology,2.8,1.292,0.858,0.08943264962382629,3.511041881692254,C: Acceptable
Comparative Studies in Society and History,2.1,1.838,0.477,0.08823540993465853,3.5066579606898087,C: Acceptable
Narrative Inquiry,3,1.573,0.532,0.08637834687476152,3.499857970825784,C: Acceptable
Basic and Applied Social Psychology,3.3,1.081,0.947,0.08582484335996322,3.4978312123534367,C: Acceptable
Dyslexia,3.6,1.178,0.783,0.08504488629179886,3.4949752510926566,C: Acceptable
Journal of Cultural Economy,3.7,1.093,0.84,0.0825817614087028,3.4859560505062164,C: Acceptable
Research in Autism Spectrum Disorders,3.7,1.101,0.828,0.08004823522450213,3.4766790621557178,C: Acceptable
Health Data Science,5.2,0.914,0.674,0.07971634452443262,3.4754637811859044,C: Acceptable
Open Mind,2.6,0.975,1.198,0.07941433425651885,3.4743579131058198,C: Acceptable
Celebrity Studies,2.5,1.387,0.815,0.07896678731035715,3.472719134777127,C: Acceptable
Episteme,3.2,1.169,0.871,0.07846625726882192,3.4708863487600126,C: Acceptable
IEEE Transactions on Professional Communication,3.5,1.218,0.749,0.07453234284690499,3.45648157232961,C: Acceptable
Language and Communication,3.1,1.396,0.664,0.07450503274616464,3.4563815711975914,C: Acceptable
Applied Psychophysiology Biofeedback,4.2,1.074,0.733,0.07445834439815696,3.4562106129247816,C: Acceptable
Journal of Police and Criminal Psychology,3.9,1.154,0.721,0.0739434594434349,3.4543252636607438,C: Acceptable
British Journal of Social Work,3.6,1.199,0.742,0.07258192714626935,3.4493397540029394,C: Acceptable
Journal of Sexual Aggression,3.4,1.222,0.764,0.07236148148775469,3.4485325502650377,C: Acceptable
Global Journal of Environmental Science and Management,4.9,1.1,0.544,0.07071756072295905,3.4425130214836672,C: Acceptable
Journal of Developmental and Physical Disabilities,4,1.145,0.702,0.07066164745844407,3.44230828442321,C: Acceptable
Social Currents,3.3,1.253,0.749,0.06806425931756183,3.4327974533629466,C: Acceptable
Gifted Education International,3.5,1.222,0.734,0.06775904541711775,3.431679854572579,C: Acceptable
Biology and Philosophy,4,1.024,0.815,0.06707038631319528,3.4291581981853683,C: Acceptable
Qualitative Report,3.6,1.271,0.66,0.0656879573528922,3.4240961714180513,C: Acceptable
Psychology of Popular Media,4.6,0.927,0.773,0.06558599625806752,3.4237228214622495,C: Acceptable
Behavioral Disorders,3.7,1.186,0.72,0.06506034391569178,3.4217980453588726,C: Acceptable
Genus,4.4,1.01,0.733,0.0634955443797407,3.4160682340167154,C: Acceptable
IZA Journal of Development and Migration,2.9,1.422,0.665,0.06323920181614881,3.415129586928318,C: Acceptable
Behaviour Change,3.7,0.982,0.915,0.061751338114670026,3.409681490787918,C: Acceptable
Psychoradiology,4.3,0.868,0.891,0.061061912586229505,3.4071570279914547,C: Acceptable
Research on Social Work Practice,4.1,1.09,0.717,0.06053331083049119,3.4052214520496635,C: Acceptable
Cyberpsychology,4.1,0.934,0.868,0.05915458808595804,3.400172996296823,C: Acceptable
Journal of Social Work,3.9,1.193,0.655,0.05700374068071773,3.392297259133913,C: Acceptable
Journal of International and Intercultural Communication,3.8,1.3,0.571,0.056170691449053185,3.389246890811005,C: Acceptable
Sociology of Sport Journal,3.5,1.172,0.763,0.0554490752313054,3.3866045556785225,C: Acceptable
Biological Theory,3.6,1.372,0.544,0.05542240805379074,3.3865069087322683,C: Acceptable
Journal of Psychologists and Counsellors in Schools,4,0.975,0.842,0.054137806780041924,3.381803096659624,C: Acceptable
Journal of Fluency Disorders,3.7,1.14,0.746,0.05331912208367475,3.3788053268168285,C: Acceptable
Mental Health and Physical Activity,3.8,0.839,1.019,0.05318279212175343,3.378306128712442,C: Acceptable
Child and Adolescent Social Work Journal,4.1,1.167,0.629,0.05297364289493652,3.3775402890093447,C: Acceptable
Global Crime,3.1,1.414,0.609,0.05167315867002053,3.372778318487868,C: Acceptable
LGBTQ+ Family: An Interdisciplinary Journal,3.4,1.099,0.85,0.05104848742959968,3.37049096584221,C: Acceptable
Journal of Early Childhood Research,3.3,1.291,0.683,0.05052347560492186,3.368568535116298,C: Acceptable
Muqarnas,1.4,2.215,0.201,0.04970109431489546,3.365557229492216,C: Acceptable
South African Journal of Psychology,4.3,0.942,0.798,0.04863986405774722,3.3616713329129126,C: Acceptable
Journal of Aging Studies,3.3,1.201,0.765,0.04659827629968972,3.354195670744458,C: Acceptable
Rural Sociology,4.3,1.016,0.721,0.046007209907375037,3.35203136864643,C: Acceptable
International Journal of Stress Management,4,0.838,0.963,0.0458242036250844,3.35136125631072,C: Acceptable
Journal of the Royal Society of New Zealand,5.7,0.927,0.493,0.04555105691265519,3.350361077632881,C: Acceptable
Europe-Asia Studies,2.9,1.472,0.586,0.04495731457036714,3.34818697703469,C: Acceptable
Social Development,3.5,0.966,0.946,0.04359589374685555,3.3432018755588877,C: Acceptable
Social Work,3.3,1.146,0.809,0.040460538593741824,3.3317211758876164,C: Acceptable
Acta Sociologica,3.4,1.308,0.627,0.040231377818542635,3.3308820600911533,C: Acceptable
Innovation: The European Journal of Social Science Research,4.8,1.038,0.577,0.03988948134428181,3.3296301410746567,C: Acceptable
Qualitative Social Work,4.5,1.064,0.618,0.03934445797122178,3.327634434255379,C: Acceptable
Canadian Slavonic Papers,1.9,1.559,0.716,0.03926201065259519,3.3273325377053458,C: Acceptable
International Journal of the Commons,3.3,1.324,0.632,0.03915492437214638,3.326940420906863,C: Acceptable
Latin American Politics and Society,2.8,1.424,0.646,0.039063747503669116,3.326606559448484,C: Acceptable
Global Constitutionalism,3.1,1.434,0.566,0.03738546027730444,3.3204611913268254,C: Acceptable
Developmental Psychobiology,4.7,0.758,0.87,0.03710690152673679,3.3194411954412253,C: Acceptable
Ecological Psychology,3,1.466,0.555,0.03613665165156194,3.3158884408475675,C: Acceptable
"Attention, Perception, and Psychophysics",3.5,0.943,0.956,0.03588977138495141,3.3149844417606054,C: Acceptable
Heliyon,4.1,1.123,0.644,0.03570434232781429,3.314305457973647,C: Acceptable
Social Justice Research,3.1,1.215,0.778,0.035461711754183646,3.3134170199464097,C: Acceptable
American Journal of Cultural Sociology,2.7,1.572,0.515,0.03411801523313862,3.308496819377702,C: Acceptable
Anthropology Today,2.2,1.44,0.756,0.03346680272202308,3.3061122808175756,C: Acceptable
Anthropology and Medicine,3.7,1.236,0.617,0.0320943651027451,3.301086839247156,C: Acceptable
Critical Studies in Television,2.5,1.378,0.746,0.031340439505452844,3.29832619717176,C: Acceptable
Social Science Information,3.2,1.391,0.575,0.030798880156633176,3.2963431745365748,C: Acceptable
